ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
399006.SZ,20260331,3184.9524,3247.2786,3280.479,3184.9524,3273.3551,-88.4027,-2.7007,178168265.0,474017219.6
