ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
399001.SZ,20260331,13478.0554,13683.6809,13783.9673,13478.0554,13726.1905,-248.1351,-1.8077,662397086.0,1100598073.9
