ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
600894.SH,20260331,9.45,9.59,9.45,9.59,8.72,0.87,9.9771,151030.29,144711.983
600894.SH,20260330,8.59,8.78,8.48,8.72,8.7,0.02,0.2299,52868.0,45682.894
600894.SH,20260327,8.73,8.78,8.61,8.7,8.76,-0.06,-0.6849,36328.84,31590.073
600894.SH,20260326,8.84,8.96,8.75,8.76,8.84,-0.08,-0.905,30526.4,26984.307
600894.SH,20260325,8.71,8.88,8.69,8.84,8.7,0.14,1.6092,36688.0,32336.566
600894.SH,20260324,8.56,8.7,8.45,8.7,8.43,0.27,3.2028,49113.09,42191.081
600894.SH,20260323,8.85,8.96,8.34,8.43,8.96,-0.53,-5.9152,90025.57,77223.733
600894.SH,20260320,9.1,9.18,8.95,8.96,9.1,-0.14,-1.5385,57069.45,51494.656
600894.SH,20260319,9.24,9.32,9.06,9.1,9.28,-0.18,-1.9397,67888.0,62229.373
600894.SH,20260318,9.36,9.38,9.18,9.28,9.33,-0.05,-0.5359,45676.0,42378.195
600894.SH,20260317,9.33,9.44,9.31,9.33,9.33,0.0,0.0,39703.81,37216.556
600894.SH,20260316,9.43,9.46,9.28,9.33,9.4,-0.07,-0.7447,50897.0,47507.552
600894.SH,20260313,9.55,9.6,9.39,9.4,9.55,-0.15,-1.5707,64198.0,61027.28
600894.SH,20260312,9.62,9.62,9.52,9.55,9.61,-0.06,-0.6243,33294.74,31859.442
600894.SH,20260311,9.43,9.63,9.38,9.61,9.43,0.18,1.9088,63426.3,60500.175
600894.SH,20260310,9.42,9.47,9.35,9.43,9.38,0.05,0.533,51737.71,48668.718
600894.SH,20260309,9.3,9.41,9.2,9.38,9.34,0.04,0.4283,54324.0,50574.014
600894.SH,20260306,9.19,9.36,9.16,9.34,9.19,0.15,1.6322,36530.62,33886.357
600894.SH,20260305,9.23,9.26,9.14,9.19,9.12,0.07,0.7675,40767.0,37530.041
600894.SH,20260304,9.42,9.51,9.11,9.12,9.45,-0.33,-3.4921,85463.0,79116.167
600894.SH,20260303,9.65,9.67,9.44,9.45,9.65,-0.2,-2.0725,64455.4,61500.359
600894.SH,20260302,9.58,9.68,9.45,9.65,9.73,-0.08,-0.8222,75291.77,72259.76
