序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
459,920718,合肥高科,12.64,1.28,0.16,5236.0,6658562.96,3.93,12.84,12.35,12.48,12.48,1.3,1.21,29.39,1.97,1146027088.0,544912195.0,0.16,0.4,-19.85,-16.46
460,002512,ST达华,3.99,1.27,0.05,968740.0,393789462.91,4.57,4.14,3.96,3.98,3.94,0.91,8.85,-32.47,11.43,4438861562.0,4366862610.0,-0.25,-0.25,-34.7,-35.96
461,605598,上海港湾,47.69,1.27,0.6,49467.0,236499330.0,3.46,48.66,47.03,47.51,47.09,1.65,2.04,109.74,6.42,11589471621.0,11589471621.0,-0.04,0.29,-22.96,-31.36
462,600853,龙建股份,4.0,1.27,0.05,177111.0,70863295.0,2.78,4.05,3.94,3.95,3.95,1.32,1.75,10.02,1.0,4054784184.0,4054784184.0,0.0,0.25,-6.76,-7.62
463,301015,百洋医药,24.08,1.26,0.3,83749.0,200310609.0,3.57,24.39,23.54,23.78,23.78,1.05,1.59,19.92,5.31,12657027774.0,12655366254.0,0.0,0.38,-0.58,2.03
464,301636,泽润新能,66.52,1.26,0.83,37020.0,250018197.06,8.04,70.2,64.92,65.99,65.69,1.32,23.19,60.17,3.94,4248487586.0,1062121913.0,0.17,0.2,33.17,36.03
465,002126,银轮股份,42.51,1.26,0.53,242394.0,1036093734.8,5.1,43.92,41.78,42.02,41.98,1.27,3.06,40.14,5.32,35951107614.0,33713764995.0,-0.51,-0.07,9.45,12.46
466,600501,航天晨光,22.7,1.25,0.28,106101.0,243177608.0,4.33,23.29,22.32,22.42,22.42,1.81,2.48,-64.35,5.64,9711609340.0,9711609340.0,-0.13,0.0,-13.23,-24.66
467,688370,丛麟科技,23.55,1.25,0.29,12314.0,29177959.0,4.94,24.28,23.13,23.51,23.26,1.51,0.9,134.79,1.22,3228890550.0,3228890550.0,0.17,-0.46,-5.35,-3.36
468,688151,华强科技,20.82,1.22,0.25,50707.0,105411147.0,5.64,21.32,20.16,20.55,20.57,0.99,1.47,168.06,1.7,7172490000.0,7172490000.0,-0.19,0.0,3.27,0.97
469,688617,惠泰医疗,249.99,1.22,3.01,12679.0,319668365.0,3.11,254.81,247.12,247.51,246.98,0.92,0.9,42.96,11.41,35256101950.0,35256101950.0,-0.14,-0.22,0.89,2.76
470,001300,三柏硕,16.6,1.22,0.2,41295.0,68100040.0,4.33,16.88,16.17,16.38,16.4,1.13,1.69,-659.76,3.91,4046680172.0,4046680172.0,0.24,0.3,-1.89,7.44
471,002629,仁智股份,6.63,1.22,0.08,251841.0,169000033.04,5.19,6.88,6.54,6.56,6.55,0.91,5.95,-100.17,78.89,2825029740.0,2806440878.0,0.0,0.0,-6.22,-2.79
472,600111,北方稀土,47.68,1.21,0.57,722618.0,3441647561.0,2.25,48.08,47.02,47.11,47.11,0.9,2.0,83.87,7.22,172366339347.0,172366339347.0,-0.02,0.06,3.58,3.38
473,601601,中国太保,37.09,1.2,0.44,310004.0,1158358574.0,2.46,37.7,36.8,36.8,36.65,0.86,0.45,6.67,1.18,356818464566.0,253882587566.0,-0.08,-0.05,-13.02,-11.5
474,688036,传音控股,54.85,1.2,0.65,132467.0,741743757.0,6.31,57.42,54.0,54.4,54.2,0.98,1.15,24.47,3.08,63142472293.0,63142472293.0,-0.33,-0.25,-18.9,-17.09
475,600419,天润乳业,9.52,1.17,0.11,105615.0,101744392.0,3.08,9.77,9.48,9.49,9.41,2.71,3.35,72.41,1.24,3003675411.0,3003675411.0,0.0,0.21,-5.46,-3.84
476,002948,青岛银行,5.18,1.17,0.06,490101.0,254808461.15,1.95,5.23,5.13,5.17,5.12,1.13,1.57,5.81,0.74,30149437470.0,16122757340.0,0.0,0.0,13.35,15.63
477,000903,ST云动,2.61,1.16,0.03,396050.0,104529151.8,4.26,2.7,2.59,2.59,2.58,1.31,2.06,-12.15,3.8,5049943910.0,5011882901.0,0.0,0.38,-3.69,-0.76
478,300932,三友联众,13.09,1.16,0.15,139650.0,185420965.37,3.4,13.51,13.07,13.28,12.94,1.1,6.13,57.69,2.37,4190161334.0,2984438816.0,-0.3,-0.3,5.48,9.17
479,300900,广联航空,38.6,1.15,0.44,625549.0,2449022237.27,5.82,40.22,38.0,39.54,38.16,1.44,24.36,545.62,8.89,12650004892.0,9911899417.0,-0.54,-0.46,23.68,-1.2
480,603808,歌力思,10.58,1.15,0.12,169239.0,182299597.0,5.83,11.18,10.57,10.64,10.46,0.87,4.59,25.8,1.5,3905002649.0,3905002649.0,-0.28,-0.38,25.65,24.18
481,600529,山东药玻,18.52,1.15,0.21,68682.0,126949889.0,2.24,18.7,18.29,18.31,18.31,1.43,1.03,17.82,1.48,12290133373.0,12290133373.0,0.0,0.05,-8.59,-7.07
482,605566,福莱蒽特,28.36,1.14,0.32,30544.0,87363770.0,4.1,29.2,28.05,28.1,28.04,1.2,2.29,65.83,1.89,3781522400.0,3781522400.0,-0.11,0.04,-2.68,-9.94
483,301367,瑞迈特,67.39,1.14,0.76,12922.0,88014638.0,3.75,69.11,66.61,66.63,66.63,1.43,1.85,25.16,2.03,6038144000.0,4713496711.0,0.16,0.12,-20.06,-21.37
484,603233,大参林,17.78,1.14,0.2,39782.0,71073071.0,2.22,18.02,17.63,17.65,17.58,1.09,0.35,14.05,2.88,20248718631.0,20248718631.0,0.0,0.0,-1.5,0.91
485,002961,瑞达期货,22.46,1.13,0.25,93385.0,208447739.53,3.15,22.74,22.04,22.22,22.21,0.57,1.96,20.82,3.34,10711924905.0,10711874370.0,-0.04,0.49,-22.55,-17.03
486,300326,ST凯利,6.27,1.13,0.07,111641.0,70484327.47,2.74,6.4,6.23,6.32,6.2,1.78,1.57,47.32,1.61,4495669516.0,4464537449.0,0.0,0.16,10.58,10.39
487,688568,中科星图,61.0,1.13,0.68,140804.0,875121312.0,5.01,63.3,60.28,60.28,60.32,1.29,1.74,1585.37,13.03,49292813632.0,49292813632.0,-0.08,-0.15,17.4,3.39
488,002738,中矿资源,74.3,1.13,0.83,351786.0,2625196664.55,5.96,76.54,72.16,72.8,73.47,0.77,4.95,196.87,4.46,53606846461.0,52830397790.0,-0.2,-0.21,0.07,-5.41
489,002544,普天科技,25.85,1.13,0.29,184937.0,483951846.27,5.67,26.8,25.35,25.56,25.56,1.65,2.72,751.5,4.71,17591801057.0,17590124839.0,-0.12,0.0,-20.46,-25.05
490,920491,奥迪威,22.61,1.12,0.25,20660.0,46979716.69,2.95,23.08,22.42,22.42,22.36,0.9,1.79,33.94,2.97,3191247300.0,2612906472.0,0.04,-0.18,-22.78,-24.41
491,920976,视声智能,29.68,1.12,0.33,12476.0,36527467.45,3.03,29.69,28.8,29.38,29.35,1.51,2.83,31.31,7.55,2105896912.0,1309469728.0,0.27,-0.03,14.99,11.33
492,300636,同和药业,8.15,1.12,0.09,99734.0,81422530.0,2.98,8.29,8.05,8.06,8.06,1.28,2.71,30.68,1.44,3422604684.0,2993965125.0,0.37,0.25,6.68,8.52
493,000925,众合科技,7.3,1.11,0.08,264525.0,194970900.93,3.88,7.51,7.23,7.25,7.22,2.24,3.93,-80.13,1.49,4937499963.0,4914683448.0,0.14,0.55,-16.57,-18.71
494,920221,易实精密,13.7,1.11,0.15,7628.0,10471049.89,3.47,13.96,13.49,13.5,13.55,1.03,1.23,26.55,3.78,1589748000.0,846179240.0,0.0,-0.15,-20.53,-20.49
495,605389,长龄液压,71.71,1.1,0.78,9786.0,70019983.0,1.89,72.18,70.84,70.86,70.93,0.67,0.72,70.16,4.91,10332483790.0,9771689360.0,0.04,0.06,-3.09,-8.06
496,600817,宇通重工,11.02,1.1,0.12,61527.0,68377340.0,4.77,11.38,10.86,10.87,10.9,1.51,1.16,23.55,2.42,5877013893.0,5832272693.0,-0.18,-0.09,-3.59,-3.08
497,920026,卓兆点胶,31.37,1.1,0.34,4570.0,14452680.49,3.74,32.22,31.06,31.06,31.03,1.16,1.23,49.62,4.08,2574763207.0,1167422629.0,0.06,-0.38,-11.16,-11.63
498,002142,宁波银行,30.45,1.1,0.33,262797.0,804284519.48,3.05,30.98,30.06,30.1,30.12,1.75,0.4,6.86,0.9,201079339616.0,200966570295.0,-0.36,-0.1,7.56,8.4
499,300692,中赋科技,8.25,1.1,0.09,253852.0,211686586.97,4.41,8.51,8.15,8.17,8.16,1.95,6.05,34.27,1.58,3866121823.0,3460435704.0,0.0,0.0,-0.96,-1.79
500,300307,慈星股份,6.52,1.09,0.07,111603.0,72975030.0,3.1,6.63,6.43,6.43,6.45,1.68,1.42,53.6,1.63,5219610620.0,5130584310.0,0.15,0.15,-10.56,-7.78
501,002278,神开股份,12.09,1.09,0.13,218150.0,263268517.7,4.01,12.3,11.82,11.92,11.96,1.1,6.53,93.62,3.74,4715558380.0,4040149708.0,0.08,0.92,-1.23,-4.8
502,000558,天府文旅,4.62,1.09,0.05,376329.0,174591211.45,3.94,4.73,4.55,4.55,4.57,1.4,2.92,-242.15,5.68,5956214644.0,5953722889.0,-0.22,-0.22,-11.32,-10.29
503,002471,中超控股,9.28,1.09,0.1,3314110.0,3129520333.83,11.0,9.89,8.88,9.02,9.18,1.81,24.69,-560.85,7.06,12702092800.0,12457460521.0,0.0,0.32,63.09,15.71
504,920363,莱赛激光,15.95,1.08,0.17,11102.0,17856113.54,3.87,16.32,15.71,15.75,15.78,0.69,2.17,304.97,4.32,1522427500.0,814878642.0,0.13,-0.25,-22.76,-17.49
505,688375,国博电子,110.91,1.08,1.18,64863.0,732766983.0,6.38,116.0,109.0,109.0,109.73,1.69,1.09,130.25,10.22,66104012559.0,66104012559.0,0.0,0.01,37.79,19.12
506,688198,佰仁医疗,99.34,1.08,1.06,3648.0,36483466.0,3.07,101.28,98.26,98.28,98.28,1.47,0.26,66.67,10.88,13683899532.0,13683899532.0,0.01,0.02,-9.03,-7.17
507,920122,中纺标,25.6,1.07,0.27,4653.0,12001281.7,3.55,26.1,25.2,25.2,25.33,1.18,1.24,109.64,6.96,2361397965.0,956803533.0,-0.19,0.0,-24.88,-23.6
508,920790,联迪信息,26.63,1.06,0.28,9670.0,26095603.9,5.12,27.68,26.33,26.33,26.35,1.57,1.78,278.87,6.74,2102891743.0,1447312752.0,0.23,-0.11,-23.94,-19.3
509,000920,沃顿科技,11.45,1.06,0.12,154412.0,180049600.97,5.3,11.99,11.39,11.51,11.33,1.33,3.27,24.54,2.72,5411511801.0,5411254176.0,-0.17,-0.09,-10.05,-8.03
510,603529,爱玛科技,32.35,1.06,0.34,272090.0,886235182.0,4.53,33.36,31.91,32.01,32.01,0.77,3.21,11.04,2.95,28076337968.0,27418580816.0,0.0,-0.09,7.48,8.92
511,600999,招商证券,15.44,1.05,0.16,382191.0,593132958.0,2.09,15.61,15.29,15.29,15.28,1.83,0.51,10.87,1.11,134274373885.0,114595761400.0,0.0,0.0,-7.88,-7.21
512,600418,江淮汽车,46.2,1.05,0.48,345680.0,1608454143.0,3.67,47.17,45.49,45.49,45.72,1.23,1.58,-54.46,10.16,104143032609.0,100901252344.0,-0.13,-0.09,-6.33,-6.67
513,002201,九鼎新材,11.62,1.04,0.12,429809.0,501230572.8,4.43,11.88,11.37,11.39,11.5,2.0,7.14,75.19,6.51,7572013120.0,6995512140.0,-0.09,0.09,2.74,1.84
514,603829,洛凯股份,29.51,1.03,0.3,81667.0,240854553.0,3.05,29.86,28.97,29.55,29.21,0.95,4.38,57.72,4.3,5496714352.0,5496714352.0,0.0,0.1,25.04,32.75
515,002111,威海广泰,9.77,1.03,0.1,75943.0,74791051.86,3.21,9.98,9.67,9.69,9.67,0.97,1.58,30.76,1.74,5197741520.0,4701821645.0,-0.41,-0.31,-5.33,-7.13
516,002131,利欧股份,7.81,1.03,0.08,6145328.0,4862121010.62,6.34,8.11,7.62,7.67,7.73,1.37,10.51,67.36,4.0,52887591670.0,45686343206.0,0.13,0.0,50.77,38.48
517,002475,立讯精密,49.26,1.03,0.5,1671505.0,8302284089.63,5.37,50.62,48.0,48.4,48.76,0.9,2.3,23.37,4.49,358907599426.0,358084375911.0,-0.16,-0.24,-16.89,-12.89
518,600166,福田汽车,2.94,1.03,0.03,1541610.0,457412823.0,4.47,3.03,2.9,2.91,2.91,1.21,1.95,15.69,1.52,23277157079.0,23277157079.0,0.0,-0.34,2.44,0.68
519,300404,博济医药,9.92,1.02,0.1,134442.0,134950638.8,4.38,10.15,9.72,9.8,9.82,1.8,4.71,131.0,3.75,3827761347.0,2831581793.0,-0.1,0.1,3.12,6.32
520,002404,嘉欣丝绸,6.91,1.02,0.07,162663.0,113696058.2,2.63,7.07,6.89,6.9,6.84,1.88,3.57,21.49,1.93,3869956148.0,3147805108.0,-0.14,0.0,-4.43,-1.43
521,605117,德业股份,131.46,1.02,1.33,152628.0,2032581196.0,8.61,136.88,125.68,129.0,130.13,0.82,1.68,38.18,12.79,119481277905.0,119481277905.0,-0.06,-0.27,46.42,52.51
522,600919,江苏银行,10.92,1.02,0.11,1107678.0,1211076427.0,1.57,11.0,10.83,10.87,10.81,1.14,0.6,4.91,0.79,200396463136.0,200396463136.0,-0.09,-0.09,9.31,8.44
523,002827,高争民爆,32.91,1.01,0.33,32858.0,108792918.0,3.22,33.45,32.4,32.5,32.58,1.33,1.19,46.35,8.57,9117583860.0,9083160000.0,-0.03,-0.06,-17.1,-12.77
524,600936,北投科技,4.0,1.01,0.04,273487.0,110222187.0,3.54,4.08,3.94,3.94,3.96,1.31,1.64,-14.56,6.85,6684104956.0,6684104956.0,-0.25,-0.25,-5.88,-5.21
525,603819,神力股份,13.03,1.01,0.13,90292.0,117513920.0,3.41,13.19,12.75,12.8,12.9,0.92,4.15,124.15,3.54,2837024337.0,2837024337.0,-0.23,-0.31,10.8,7.33
526,002984,森麒麟,17.0,1.01,0.17,114896.0,195999356.09,2.61,17.24,16.8,16.83,16.83,1.0,1.61,13.01,1.3,17611752276.0,12131879473.0,0.0,0.06,-18.89,-19.7
527,603696,安记食品,17.03,1.01,0.17,187682.0,321306161.0,7.0,17.8,16.62,16.65,16.86,3.42,7.98,129.39,6.9,4005456000.0,4005456000.0,0.0,0.24,-35.74,-16.03
528,600684,珠江股份,5.02,1.01,0.05,271447.0,137276173.0,4.43,5.14,4.92,4.97,4.97,1.04,3.18,113.49,8.62,5552492901.0,4284372829.0,0.0,0.0,13.83,15.14
529,300722,新余国科,29.24,1.0,0.29,31594.0,92599385.76,2.49,29.53,28.81,28.9,28.95,0.82,1.14,125.96,12.74,8092359475.0,8092359475.0,0.21,0.34,-15.98,-17.68
530,300136,信维通信,64.96,1.0,0.64,1170940.0,7763526182.13,8.13,68.83,63.6,64.13,64.32,1.52,14.2,96.9,8.19,62853258724.0,53563932473.0,-0.09,-0.06,28.13,4.77
531,301339,通行宝,13.07,1.0,0.13,47158.0,62040046.66,3.01,13.3,12.91,12.97,12.94,1.08,0.83,34.32,2.76,7584956492.0,7447286000.0,0.08,-0.08,-9.8,-10.11
532,002780,三夫户外,15.26,0.99,0.15,74092.0,114645727.3,3.11,15.67,15.2,15.4,15.11,1.54,5.67,89.21,3.49,2523419740.0,1993745842.0,0.0,-0.26,4.38,6.27
533,000572,海马汽车,6.14,0.99,0.06,1493339.0,936714962.36,7.89,6.57,6.09,6.09,6.08,1.31,9.09,-101.74,6.01,10098067656.0,10083433831.0,0.0,0.0,-29.43,-24.75
534,603281,江瀚新材,33.08,0.98,0.32,33050.0,110006751.0,3.97,33.76,32.46,32.61,32.76,1.1,0.89,28.74,2.63,12349866689.0,12349866689.0,-0.03,0.0,18.19,19.21
535,300809,华辰装备,32.94,0.98,0.32,39127.0,129200549.7,2.67,33.38,32.51,32.51,32.62,1.63,2.6,144.62,5.07,8351581248.0,4959759462.0,0.0,0.24,-8.73,-13.48
536,601658,邮储银行,5.13,0.98,0.05,1912573.0,983887793.0,1.77,5.17,5.08,5.09,5.08,1.38,0.26,7.05,0.61,616087624414.0,372067617104.0,-0.39,-0.19,-3.02,-3.75
537,688516,奥特维,73.38,0.98,0.71,103373.0,761089963.0,5.31,75.06,71.2,72.67,72.67,0.76,3.28,52.17,6.23,23138906815.0,23097103476.0,0.03,-0.01,52.88,62.13
538,920682,球冠电缆,8.25,0.98,0.08,24210.0,19972671.96,2.94,8.36,8.12,8.24,8.17,0.93,1.29,27.71,2.31,2676960000.0,1552421657.0,0.0,1.35,-14.6,-10.13
539,688351,微电生理,21.92,0.97,0.21,44585.0,98354372.0,3.41,22.45,21.71,21.9,21.71,1.67,0.95,201.94,5.72,10315552000.0,10315552000.0,-0.27,-0.36,-9.46,-5.31
540,300022,吉峰科技,9.35,0.97,0.09,317774.0,297497629.97,4.0,9.5,9.13,9.36,9.26,1.15,6.43,-473.8,8.69,4621147553.0,4621045171.0,0.0,0.11,18.96,19.57
541,300851,交大思诺,29.47,0.96,0.28,26753.0,80566686.0,6.82,30.72,28.73,29.25,29.19,1.78,4.94,82.56,2.0,2561927298.0,1594622437.0,-0.27,-0.3,9.51,10.0
542,600711,盛屯矿业,12.67,0.96,0.12,1481580.0,1892547982.0,4.7,13.13,12.54,12.61,12.55,0.98,4.79,19.96,2.38,39158048351.0,39158048351.0,-0.39,-0.08,-11.15,-16.42
543,002315,焦点科技,39.9,0.96,0.38,73105.0,294361181.3,3.97,40.97,39.4,39.51,39.52,1.24,3.61,25.14,4.62,12657711173.0,8069414903.0,-0.05,0.0,-9.01,-12.81
544,002850,科达利,179.0,0.95,1.68,191110.0,3428567933.3,4.7,183.99,175.65,180.0,177.32,3.28,9.6,27.98,3.74,49354934668.0,35630661883.0,0.28,0.06,14.3,13.39
545,603939,益丰药房,24.4,0.95,0.23,62380.0,152457815.0,2.77,24.75,24.08,24.08,24.17,0.82,0.51,18.12,2.7,29582363800.0,29582363800.0,-0.29,-0.25,8.44,12.34
546,600150,中国船舶,30.84,0.95,0.29,825881.0,2572391148.0,2.36,31.53,30.81,30.9,30.55,1.21,1.1,29.75,1.64,232090160522.0,232090160522.0,-0.06,-0.06,-8.87,-7.28
547,600350,山东高速,10.7,0.94,0.1,65110.0,69497861.0,2.08,10.74,10.52,10.61,10.6,0.69,0.13,14.81,1.75,51729907828.0,51729907828.0,-0.09,0.0,10.77,9.74
548,000011,深物业A,8.59,0.94,0.08,71341.0,61071411.56,2.59,8.68,8.46,8.51,8.51,1.24,1.36,151.08,1.51,5119460400.0,4522424914.0,-0.12,-0.46,-5.19,-4.66
549,601928,凤凰传媒,9.78,0.93,0.09,76949.0,75315834.0,1.44,9.83,9.69,9.71,9.69,0.98,0.3,10.97,1.24,24889122000.0,24889122000.0,-0.1,0.0,-3.26,-2.59
550,002907,华森制药,14.23,0.92,0.13,56501.0,80600978.47,2.84,14.5,14.1,14.14,14.1,1.32,1.88,61.51,3.52,5942395548.0,4267783477.0,0.42,0.35,-8.61,-3.92
551,601398,工商银行,7.64,0.92,0.07,3914735.0,2988015499.0,1.85,7.69,7.55,7.57,7.57,1.2,0.15,7.39,0.71,2722943804160.0,2059837303798.0,0.13,0.0,-2.8,-3.66
552,600007,中国国贸,20.79,0.92,0.19,34579.0,71725790.0,2.04,20.9,20.48,20.6,20.6,1.49,0.34,17.42,2.15,20941403882.0,20941403882.0,-0.29,-0.14,5.64,4.89
553,603580,*ST艾艾,17.52,0.92,0.16,33508.0,60077467.0,4.78,18.23,17.4,17.78,17.36,1.86,2.56,129.12,5.44,2289394464.0,2289394464.0,-0.96,-0.4,12.45,7.62
554,000016,深康佳Ａ,3.28,0.92,0.03,500613.0,166572261.67,5.54,3.43,3.25,3.26,3.25,1.59,3.14,-6.04,6.24,7898060938.0,5236827664.0,-0.3,-0.3,-35.81,-34.0
555,600201,生物股份,14.4,0.91,0.13,222315.0,324403694.0,4.48,14.85,14.21,14.24,14.27,0.99,2.0,74.43,2.93,16009168694.0,16009168694.0,0.0,-0.07,-8.16,-4.45
556,002650,ST加加,6.64,0.91,0.06,61462.0,40797907.0,2.13,6.71,6.57,6.58,6.58,0.96,0.56,-305.67,4.13,7351036591.0,7350787591.0,-0.15,-0.15,-1.19,2.79
557,002066,瑞泰科技,19.9,0.91,0.18,32716.0,65430306.87,2.43,20.19,19.71,19.71,19.72,0.9,1.42,1672.1,6.62,4674649300.0,4596900000.0,0.0,-0.05,2.9,6.53
558,300427,红相股份,12.32,0.9,0.11,470717.0,588210365.77,6.22,12.8,12.04,12.11,12.21,1.32,9.36,-349.75,5.22,6264970071.0,6197020220.0,0.08,0.0,-4.05,0.57
559,600118,中国卫星,81.86,0.9,0.73,573233.0,4763902573.0,5.65,85.46,80.88,81.11,81.13,1.77,4.85,2722.37,15.21,96798560591.0,96798560591.0,-0.02,0.04,12.55,-13.79
560,002236,大华股份,16.85,0.9,0.15,250333.0,423195546.24,2.69,17.06,16.61,16.67,16.7,1.29,1.18,14.37,1.45,55381831422.0,35653960543.0,0.12,0.18,-11.69,-11.03
561,603500,祥和实业,11.16,0.9,0.1,59751.0,67351503.0,3.71,11.48,11.07,11.11,11.06,1.26,1.8,25.39,3.66,3713939145.0,3703261514.0,0.09,0.18,-7.39,-6.84
562,920111,聚星科技,22.72,0.89,0.2,8030.0,18311974.05,3.02,23.09,22.41,22.73,22.52,0.73,1.07,28.46,3.76,3525110240.0,1710546200.0,-0.09,0.0,-4.38,-2.61
563,003043,华亚智能,55.7,0.89,0.49,42594.0,238400041.09,4.65,57.35,54.78,55.01,55.21,0.91,5.08,113.93,4.32,7454373443.0,4669113547.0,-0.04,0.04,22.02,20.12
564,920885,星辰科技,19.42,0.88,0.17,46409.0,91982765.94,5.35,20.31,19.28,19.28,19.25,1.77,5.24,97.85,8.13,3317322458.0,1718732066.0,0.0,0.21,-23.15,-17.22
565,301345,涛涛车业,217.0,0.88,1.9,13462.0,286865367.75,4.67,218.03,207.99,212.51,215.1,1.41,3.84,28.99,6.54,23663648407.0,7601454882.0,-0.09,0.45,-10.55,-13.66
566,000778,新兴铸管,4.62,0.87,0.04,617102.0,287436595.33,2.62,4.71,4.59,4.6,4.58,1.1,1.58,19.63,0.7,18309902157.0,17988457392.0,0.0,-0.43,11.33,10.53
567,920478,峆一药业,16.28,0.87,0.14,11406.0,18759584.37,4.28,16.75,16.06,16.06,16.14,1.46,2.41,25.46,2.5,1281377636.0,769068274.0,-0.12,0.12,-13.91,-12.28
568,002085,万丰奥威,14.07,0.86,0.12,267390.0,378138553.02,2.51,14.26,13.91,13.94,13.95,1.24,1.26,30.73,3.93,29874796106.0,29874796106.0,-0.07,-0.21,-11.06,-12.12
569,300103,达刚控股,7.02,0.86,0.06,76826.0,54076984.9,2.87,7.13,6.93,7.0,6.96,0.77,2.42,-65.59,4.58,2229559020.0,2227707825.0,0.14,0.29,-10.57,-12.58
570,601595,上海电影,23.85,0.85,0.2,48173.0,115207636.0,2.16,24.17,23.66,23.66,23.65,1.14,1.07,57.5,6.17,10689570000.0,10689570000.0,0.0,0.04,-18.32,-16.7
571,002977,天箭科技,27.42,0.85,0.23,28150.0,78018938.56,3.24,28.06,27.18,27.3,27.19,1.29,4.23,-96.66,3.15,3293690400.0,1826725061.0,0.0,0.0,-36.38,-22.34
572,300627,华测导航,33.26,0.85,0.28,83025.0,277708000.84,2.55,33.8,32.96,33.0,32.98,1.08,1.28,38.44,6.21,26172042920.0,21556346575.0,-0.03,-0.09,-1.1,-4.73
573,920720,吉冈精密,11.83,0.85,0.1,13522.0,16046997.86,3.67,12.08,11.65,11.76,11.73,1.13,1.83,51.02,6.07,3133664552.0,875623157.0,0.42,0.25,-14.58,-15.8
574,600612,老凤祥,41.57,0.85,0.35,13919.0,57962691.0,1.41,41.85,41.27,41.32,41.22,1.06,0.44,12.39,1.65,21746005449.0,13182247319.0,-0.14,-0.22,-7.04,-6.52
575,600259,中稀有色,78.56,0.85,0.66,114812.0,909996422.0,5.2,81.4,77.35,78.45,77.9,0.81,3.41,207.21,7.57,26430405090.0,26430405090.0,-0.05,-0.11,46.19,39.64
576,920642,通易航天,12.0,0.84,0.1,19697.0,23998969.87,5.46,12.46,11.81,11.89,11.9,1.01,1.97,-36.29,5.66,1244043336.0,1199482536.0,-0.17,0.0,-29.04,-28.78
577,600679,上海凤凰,12.06,0.84,0.1,39590.0,47950467.0,2.17,12.22,11.96,11.96,11.96,1.01,1.15,40.1,2.9,6214448739.0,4144952739.0,0.0,0.08,-13.11,-10.2
578,002890,弘宇股份,15.54,0.84,0.13,28554.0,44621190.64,6.04,16.22,15.29,16.22,15.41,1.78,1.77,166.39,4.39,2639859986.0,2509464623.0,0.13,-0.19,3.81,6.44
579,601326,秦港股份,3.65,0.83,0.03,550589.0,200750756.0,4.14,3.7,3.55,3.56,3.62,0.88,1.16,12.7,1.0,20394053800.0,17365090350.0,0.55,1.11,2.24,4.58
580,301215,中汽股份,6.06,0.83,0.05,121585.0,73859485.25,2.33,6.13,5.99,5.99,6.01,1.25,0.92,37.62,2.75,8022834000.0,8013744000.0,-0.16,0.0,-11.79,-11.53
581,601098,中南传媒,10.99,0.83,0.09,73440.0,80771493.0,1.93,11.08,10.87,10.9,10.9,1.01,0.41,12.65,1.25,19738040000.0,19738040000.0,-0.09,0.0,-1.17,-2.4
582,600241,时代万恒,9.85,0.82,0.08,188478.0,187666853.0,5.83,10.26,9.69,9.69,9.77,1.24,6.4,1295.58,2.48,2898875833.0,2898875833.0,0.0,0.1,14.53,17.96
583,002979,雷赛智能,35.6,0.82,0.29,25927.0,92486322.1,2.01,36.0,35.29,35.32,35.31,0.88,1.17,52.37,6.8,11183414153.0,7857655318.0,0.54,0.59,-12.19,-15.38
584,688137,近岸蛋白,40.48,0.82,0.33,6599.0,26817455.0,4.01,41.5,39.89,39.89,40.15,1.03,0.94,-37.29,1.39,2840701771.0,2840701771.0,-0.34,-0.15,-1.65,1.07
585,000001,平安银行,11.08,0.82,0.09,1164565.0,1294675716.15,1.73,11.18,10.99,11.0,10.99,1.24,0.6,5.04,0.48,215017573634.0,215014055235.0,-0.18,0.09,-4.15,-2.89
586,002679,福建金森,11.25,0.81,0.09,91383.0,103715370.08,4.48,11.63,11.13,11.13,11.16,1.6,3.88,-84.14,3.62,2652255000.0,2652255000.0,0.54,0.27,-10.57,-4.34
587,603882,金域医学,26.26,0.81,0.21,51359.0,135183166.0,2.88,26.6,25.85,25.85,26.05,1.15,1.12,-114.61,1.78,12165162302.0,12083133992.0,-0.08,-0.04,-3.74,-4.44
588,688332,中科蓝讯,117.29,0.81,0.94,17069.0,202679259.0,4.07,120.93,116.2,116.2,116.35,1.26,1.42,9.99,2.68,14144962878.0,14144962878.0,-0.14,0.0,-7.43,-10.68
589,001299,美能能源,13.63,0.81,0.11,46838.0,64148997.3,2.14,13.84,13.55,13.62,13.52,1.18,2.14,32.27,2.73,3307164200.0,2976790896.0,0.07,0.0,10.36,-7.34
590,688628,优利德,42.34,0.81,0.34,8236.0,34793842.0,2.69,42.79,41.66,42.0,42.0,0.68,0.74,31.04,3.74,4732239676.0,4732239676.0,-0.02,0.33,33.44,32.98
591,300737,科顺股份,6.21,0.81,0.05,199693.0,125471193.72,5.52,6.42,6.08,6.16,6.16,1.02,2.25,257.36,1.53,6892915308.0,5507680808.0,-0.16,0.16,14.58,12.91
592,603786,科博达,54.54,0.81,0.44,36124.0,197224534.0,3.83,55.62,53.55,54.1,54.1,1.45,0.89,25.56,4.04,22026344418.0,22026344418.0,-0.02,-0.05,-28.06,-30.17
593,600676,交运股份,7.48,0.81,0.06,161961.0,122870025.0,4.04,7.73,7.43,7.46,7.42,1.02,1.57,-200.48,1.5,7693127221.0,7693127221.0,-0.13,-0.13,28.3,27.21
